train/n_updates,time/fps,rollout/ep_len_mean,time/episodes,train/learning_rate,time/total_timesteps,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
490841,,,,0.001,491000,,7.258011315528889,-49.40687324523926,,477.6,828.876608094573
,120,648.94,1744,,491351,912.73843413,,,4088,,
491710,,,,0.001,492000,,7.183348798326084,-49.273453780582976,,477.4,700.4728918842738
492495,120,637.24,1748,0.001,492986,894.4294139699999,6.917829730412731,-49.322921920608685,4099,,
492897,,,,0.001,493000,,6.448973150395635,-49.19901190231096,,748.0,1036.1595086441143
493481,,,,0.001,494000,,6.97941900687675,-49.240300191591864,,689.1,966.9072584849462
494117,,,,0.001,495000,,6.719131187073089,-49.205567977713336,,637.6,929.8155005668989
495117,120,626.0,1752,0.001,495689,883.16306843,7.061486515522003,-49.15701676940918,4125,,
495600,,,,0.001,496000,,7.07695039853793,-49.235385169667644,,407.9,660.3344536840916
496826,,,,0.001,497000,,7.229815113330316,-49.324373416558,,434.1,777.3965028107166
,120,617.72,1756,,497481,874.11456892,,,4138,,
497869,,,,0.001,498000,,7.0881025551250145,-49.244274956839426,,416.8,690.2817528698827
498714,,,,0.001,499000,,6.119642110292049,-49.14518813653426,,440.9,721.4930825804361
,120,620.0,1760,,499552,877.8935719799998,,,4155,,
499463,,,,0.001,500000,,6.454759782719835,-49.27371802304518,,464.0,746.6363439816981
500339,,,,0.001,501000,,6.345005466559223,-49.217842672472806,,635.4,914.7503546451917
500917,120,615.32,1764,0.001,501432,871.72168782,6.822724530028637,-49.24948179515588,4174,,
501701,,,,0.001,502000,,7.353015155765597,-49.210420043774825,,412.7,710.5491986691952
502424,,,,0.001,503000,,6.199342364419531,-49.60451098700255,,684.1,1024.8393954615574
,120,612.99,1768,,503060,871.65708844,,,4190,,
503692,,,,0.001,504000,,6.224586534632945,-49.377827135721844,,388.7,654.5158200740814
504219,120,605.14,1772,0.001,504654,866.6627208799999,6.673310841283491,-49.61096897777949,4202,,
504565,,,,0.001,505000,,6.249066706337681,-49.663623831864726,,496.8,730.9175819542259
505827,,,,0.001,506000,,6.108991766982066,-49.80714435040798,,553.1,830.2659846194089
506827,,,,0.001,507000,,6.388184066057205,-50.08740440368652,,708.5,1031.9537388704716
,120,614.35,1776,,507339,879.91830401,,,4227,,
507652,,,,0.001,508000,,7.555420569519498,-49.890609930996874,,661.5,920.6493372211232
508406,,,,0.001,509000,,6.651772140191784,-49.88311579372902,,709.4,1035.1101085484959
509406,,,,0.001,510000,,6.51761541223526,-50.46330306243897,,538.0,829.8145777522586
,119,613.32,1780,,510098,877.21585734,,,4254,,
510487,,,,0.001,511000,,6.926668363635011,-50.35643286286039,,748.9,1017.2185922086239
511473,,,,0.001,512000,,6.295396417584913,-50.61555925712058,,681.3,902.9051198231289
,119,600.92,1784,,512125,864.2899759500001,,,4275,,
512681,,,,0.001,513000,,7.047056138238242,-50.76525953541631,,927.3,1251.9393981212197
513681,,,,0.001,514000,,6.784284592628479,-51.1200074005127,,369.4,621.522052103281
514051,119,595.11,1788,0.001,514518,858.90023081,6.0010598698177855,-51.328502160149654,4298,,
514793,,,,0.001,515000,,6.226306639529846,-51.80020372160188,,358.0,598.27188834548
515519,119,582.77,1792,0.001,515974,844.9205713299999,6.348539046543401,-51.78158533980207,4309,,
515885,,,,0.001,516000,,6.87275763352712,-51.62862360803156,,389.7,622.4274462774396
516634,,,,0.001,517000,,6.835963545674863,-51.83457781400295,,685.9,898.7760698158993
517634,,,,0.001,518000,,6.193868551492691,-51.926686401367185,,379.5,614.7893020361662
,119,588.12,1796,,518075,852.8088790199998,,,4330,,
518704,,,,0.001,519000,,6.300905124894504,-52.50997812994595,,386.3,605.7364527583122
519108,119,579.45,1800,0.001,519624,842.6036761800001,6.3250714959484515,-52.285402316858274,4341,,
519535,,,,0.001,520000,,6.368787421554815,-52.58173610346978,,692.5,916.4758899618639
520118,,,,0.001,521000,,6.525990117270991,-52.505394739647436,,806.0,1148.2159726661862
521302,,,,0.001,522000,,6.934933233451336,-52.7302116028806,,948.9,1388.9913685213774
,119,576.26,1804,,522391,840.26683376,,,4369,,
522302,,,,0.001,523000,,6.665390668153763,-52.95067147827148,,845.2,1171.469415576615
523612,,,,0.001,524000,,6.373978813232914,-53.35458435550813,,512.0,768.1457180271391
523937,119,569.69,1808,0.001,524516,835.9194201199997,6.817940811010508,-53.521040127601154,4391,,
524427,,,,0.001,525000,,6.86136745141477,-53.60900447611906,,477.8,700.5962383137318
525662,,,,0.001,526000,,6.214291726771872,-54.20366105036949,,331.4,572.7557976871728
,119,566.33,1812,,526101,836.03340707,,,4407,,
526690,,,,0.001,527000,,6.935571695151537,-54.35918266876884,,584.2,902.0341948164627
527117,119,548.99,1816,0.001,527658,814.4563595,6.8474956340477116,-54.16820101670816,4419,,
527873,,,,0.001,528000,,7.0790608384107285,-54.77297454131277,,413.2,704.6128229945898
528793,,,,0.001,529000,,7.985998272895813,-54.65121485655789,,346.0,577.8244418941438
,119,529.76,1820,,529178,797.8106172400002,,,4433,,
529728,,,,0.001,530000,,7.6448653053633775,-55.191895086554034,,442.4,803.2257763534784
530177,119,521.05,1824,0.001,530687,786.06953658,7.30666058684776,-55.14876874855587,4444,,
530598,,,,0.001,531000,,7.1220418902870595,-55.19644870125287,,490.6,810.9962983250618
531867,,,,0.001,532000,,6.609715900991274,-54.99230778735617,,347.7,585.8995826542377
,119,504.86,1828,,532302,767.94672954,,,4459,,
532644,,,,0.001,533000,,7.446778351635501,-55.26787049682052,,384.8,567.9267997127026
533346,,,,0.001,534000,,7.4918258925464665,-55.17839090572381,,658.9,1049.297802631132
,119,497.93,1832,,534217,762.9765441900001,,,4475,,
534547,,,,0.001,535000,,7.117252409031397,-55.733842110519774,,395.7,569.3311438562348
535462,,,,0.001,536000,,7.1811856921253305,-55.673717240579265,,462.9,690.6297594800592
536027,119,489.85,1836,0.001,536612,757.0049235299999,7.431109028790904,-55.77682963161604,4495,,
536523,,,,0.001,537000,,7.01775404907042,-55.89312962562807,,504.9,808.231442983076
537773,,,,0.001,538000,,7.08040884439886,-56.5188867042507,,481.8,688.4101177476347
,119,484.67,1840,,538190,750.2644495699999,,,4511,,
538101,,,,0.001,539000,,7.167697663714246,-56.19139601544636,,594.9,795.3801153948996
539896,,,,0.001,540000,,7.3286930251950375,-56.290159155398,,538.9,759.6481706528459
,119,491.86,1844,,540537,759.6506138899998,,,4530,,
540448,,,,0.001,541000,,7.359932030456654,-56.51438460142716,,505.7,743.0607505414634
541537,,,,0.001,542000,,7.2421675159742955,-56.7493048969068,,364.8,624.3789747774601
,119,491.42,1848,,542128,761.3175701599998,,,4544,,
542656,,,,0.001,543000,,7.926686832110087,-56.31172348022461,,313.5,571.2118903782218
542961,119,476.82,1852,0.001,543371,744.9256887999999,7.856919773289414,-56.44404965952823,4552,,
543902,,,,0.001,544000,,7.558695583610061,-56.793741522368435,,311.6,536.6864855408669
544208,119,471.16,1856,0.001,544597,737.45247519,7.966340315108206,-56.64423126021242,4560,,
544814,,,,0.001,545000,,7.839565590316174,-56.49939807567721,,322.0,577.7540397316218
545472,119,463.65,1860,0.001,545917,727.9812113199998,7.743309296362582,-56.39987113461857,4569,,
545828,,,,0.001,546000,,8.273673660299751,-56.503591537475586,,378.6,624.9425910421647
546765,,,,0.001,547000,,7.089249563939644,-56.424781192432754,,527.9,688.9630314729642
,119,457.51,1864,,547183,720.4879194399999,,,4581,,
547748,,,,0.001,548000,,8.150475145428938,-56.87725102624228,,310.0,508.88937843590975
548047,119,453.82,1868,0.001,548442,715.0802901299999,7.322662353515625,-56.25661532510847,4589,,
548725,,,,0.001,549000,,8.347033496185016,-56.31030736943727,,297.5,510.58131602704526
549344,,,,0.001,550000,,7.321249537169933,-56.26459619998932,,300.0,503.9451848939061
,119,454.55,1872,,550109,711.2886705899999,,,4599,,
550708,,,,0.001,551000,,7.4199994749992895,-56.786299651523805,,314.5,539.9664064675569
551008,119,441.4,1876,0.001,551479,696.1466313899999,7.313981399536133,-55.9790651957194,4609,,
551688,,,,0.001,552000,,7.606828025523448,-56.64260167883547,,338.8,552.5361342430115
552515,119,428.31,1880,0.001,552929,682.0836872299999,7.375564333478453,-56.458328593860976,4618,,
552840,,,,0.001,553000,,7.160257106927725,-56.744482566973915,,412.5,630.9280768785626
553153,,,,0.001,554000,,7.867186241637404,-56.35182679005158,,465.8,672.7730548625811
554153,,,,0.001,555000,,7.251265876770019,-56.71405275726318,,598.0,795.0183651059633
554914,119,432.16,1884,0.001,555341,684.39664269,7.387497132147189,-56.84824004886657,4639,,
555834,,,,0.001,556000,,7.5026360864901465,-56.62465101419036,,505.5,733.2890822898596
556809,,,,0.001,557000,,7.518494574619191,-56.5954920223781,,827.7,1017.2748266430572
,119,433.66,1888,,557884,683.35495215,,,4657,,
557795,,,,0.001,558000,,7.316837418877329,-56.64443758486734,,397.7,575.1830502004829
558208,,,,0.001,559000,,8.151178422332098,-56.45133728911911,,776.8,971.8359623646218
559681,,,,0.001,560000,,7.792593707702668,-56.43646230737203,,694.8,1049.249154357612
,119,443.94,1892,,560368,693.0848907999998,,,4682,,
560279,,,,0.001,561000,,7.71458003552861,-56.461585092704034,,820.5,1147.6788899749517
561636,,,,0.001,562000,,7.68662008117227,-56.2840500730376,,871.2,1119.0728688378354
562304,,,,0.001,563000,,7.583087731264309,-55.941731036066294,,904.3,1104.1565485955973
,119,453.18,1896,,563393,699.7451783199999,,,4711,,
563893,,,,0.001,564000,,7.37372631512595,-55.49108875041105,,803.8,1110.537298996141
564443,,,,0.001,565000,,7.488495078520342,-55.7116091225364,,663.2,961.4330118209822
565051,119,460.18,1900,0.001,565642,707.2904057499999,7.374977136913099,-55.38533095309609,4733,,
565553,,,,0.001,566000,,7.46116350941449,-55.48184693477068,,684.4,963.4391378280619
566613,,,,0.001,567000,,7.14389127774185,-54.947816676921676,,838.2,1033.7570765031037
567323,,,,0.001,568000,,7.472420070204937,-55.111375319789836,,623.4,887.1205393949756
,119,458.28,1904,,568219,704.98644362,,,4758,,
568652,,,,0.001,569000,,7.333727819709486,-55.048939701241096,,682.3,956.783854205301
569255,,,,0.001,570000,,7.104479250820913,-55.092966922493865,,875.8,1205.3359631384258
570255,,,,0.001,571000,,7.871281569480896,-54.971148628234864,,869.6,1188.0416862221434
,119,466.26,1908,,571142,713.69122886,,,4788,,
571603,,,,0.001,572000,,7.204728497591885,-54.75227408669212,,568.7,858.2068572937511
572448,,,,0.001,573000,,7.624514043119532,-54.87621050354437,,967.7,1106.5150789506602
573448,,,,0.001,574000,,7.604281240463257,-55.11711367034912,,893.5,1219.8359872110188
,119,484.36,1912,,574537,731.9951069699999,,,4817,,
574848,,,,0.001,575000,,7.257566437125206,-54.81263458251953,,453.6,651.9051164280274
575330,,,,0.001,576000,,7.472956489725232,-54.37984317763713,,571.6,828.7061389765935
576007,119,491.96,1916,0.001,576854,739.2891417599999,7.562838206791279,-54.46822463266948,4836,,
576765,,,,0.001,577000,,7.55931108765363,-54.41388269590514,,886.1,1139.329504714196
577769,,,,0.001,578000,,7.025738050957687,-54.33106608873003,,358.3,599.0238917976618
578126,119,493.44,1920,0.001,578522,739.47114061,7.604490537937282,-54.35774597508947,4854,,
578788,,,,0.001,579000,,6.954202531760847,-53.912745207883,,438.8,704.2596030166372
579477,119,492.01,1924,0.001,579888,736.5018304199999,7.767507106148765,-54.28805872315135,4863,,
579799,,,,0.001,580000,,7.501495496086452,-54.17463887848469,,403.2,624.0618292149156
580851,,,,0.001,581000,,6.702461206877196,-54.42058992960367,,582.1,902.4947111049202
,119,491.23,1928,,581425,733.73134813,,,4875,,
581693,,,,0.001,582000,,7.3099509561095255,-54.49031150474977,,366.6,588.8132782921195
582379,119,486.57,1932,0.001,582874,724.44016961,7.495257293517666,-54.58531487894337,4885,,
582785,,,,0.001,583000,,7.8060056346977875,-54.20037163419676,,328.9,553.3627333909274
583504,,,,0.001,584000,,7.697856329736256,-54.4963417860566,,406.5,640.0898331612349
583945,119,478.54,1936,0.001,584466,713.3674079799999,6.853826155197593,-54.544367270036176,4897,,
584721,,,,0.001,585000,,7.251338978146398,-54.2020906625792,,379.1,644.0904300779105
585516,,,,0.001,586000,,7.138178200848334,-54.48056126484829,,404.2,737.8971542716026
,119,478.17,1940,,586007,714.3751551700001,,,4909,,
586807,,,,0.001,587000,,7.017966330968417,-55.27151203644581,,542.6,878.02811177955
587437,,,,0.001,588000,,7.556335341362726,-54.88437232365684,,551.7,835.8538417302073
,119,474.96,1944,,588033,710.67368554,,,4925,,
588531,,,,0.001,589000,,7.596892256956084,-54.90220412947619,,411.6,633.5024255939759
589377,119,477.08,1948,0.001,589836,711.43091736,7.5490344829177,-55.63929673603603,4938,,
589747,,,,0.001,590000,,7.645895780743779,-55.11171885309992,,354.3,571.8314019948244
590791,,,,0.001,591000,,8.095497798218446,-55.69089734694537,,361.6,575.0157681743847
,119,478.62,1952,,591233,711.0308819699999,,,4949,,
591814,,,,0.001,592000,,7.037480224327869,-56.25247114250459,,303.9,490.70797802638265
592123,119,479.46,1956,0.001,592543,711.3275214100001,6.3675765281356265,-55.96368702975187,4958,,
592782,,,,0.001,593000,,6.792039328232044,-55.64672246793421,,372.9,594.3820829749108
593516,119,480.03,1960,0.001,593920,711.13738576,6.863740430298177,-56.15170821276578,4967,,
593831,,,,0.001,594000,,7.2135638698698985,-55.98903891690977,,303.8,501.93302260637284
594841,,,,0.001,595000,,7.562459334772379,-56.24759165445963,,316.2,523.1907948166132
,119,480.79,1964,,595262,711.3709179800001,,,4977,,
595781,,,,0.001,596000,,6.959707851864789,-56.100442233838535,,313.4,509.78783439397813
596421,119,484.89,1968,0.001,596931,715.9130635200002,6.880579828497875,-56.07473504399679,4987,,
596842,,,,0.001,597000,,7.019401150474639,-56.33033564418413,,914.8,1282.9573074821383
597842,,,,0.001,598000,,7.14538844037056,-56.670973472595215,,360.1,564.6572698235511
598529,,,,0.001,599000,,7.3453965292495935,-56.588100303598004,,485.6,706.5145578522236
,119,489.14,1972,,599023,723.6657872600001,,,5007,,
599503,,,,0.001,600000,,6.623351443421442,-56.92178336667343,,509.8,721.4552209268325
600528,119,494.52,1976,0.001,600931,729.5528916599999,7.569733476638794,-57.01171149643771,5020,,
600842,,,,0.001,601000,,6.460739447053071,-57.10190871414865,,355.0,545.3757025383413
601747,,,,0.001,602000,,7.489701602029505,-57.387693440692026,,341.0,533.2732995525002
,119,495.22,1980,,602451,729.44179374,,,5031,,
602654,,,,0.001,603000,,6.87103564608587,-57.35088727245592,,328.3,507.66317700743673
603495,119,485.67,1984,0.001,603908,719.5483917299998,7.504439947280017,-57.540408972537875,5043,,
603819,,,,0.001,604000,,6.927581146175479,-57.33837572733561,,416.2,613.9977367542684
604821,,,,0.001,605000,,7.5435681614333285,-57.493789398741576,,376.4,586.5672222033143
,119,473.94,1988,,605278,706.32126598,,,5055,,
605531,,,,0.001,606000,,6.930329341637461,-57.8544601083499,,854.9,1111.450485252167
606531,,,,0.001,607000,,7.140853619098663,-57.66198473358154,,405.7,609.3674706108868
607033,119,470.94,1992,0.001,607462,703.3942295699999,6.778406104243609,-57.469211547973146,5076,,
607373,,,,0.001,608000,,6.5353528289233935,-57.919330866196574,,592.1,872.9822684426326
608381,,,,0.001,609000,,7.05000823248113,-58.09488161760776,,808.6,1087.134877696121
609381,119,464.16,1996,0.001,609809,699.4463956799998,7.137424508810043,-58.03086405944824,5097,,
609720,,,,0.001,610000,,7.149243425830627,-58.08907890319824,,339.0,551.7097258165479
610751,,,,0.001,611000,,7.055271986203316,-57.92811743600028,,383.1,597.4308486014604
,119,455.78,2000,,611220,689.46042815,,,5110,,
611560,,,,0.001,612000,,7.389252856061175,-57.98236170923987,,344.2,539.2001389056444
612250,119,444.63,2004,0.001,612682,673.864183,7.876753650250889,-58.36766497294108,5119,,
612593,,,,0.001,613000,,7.8252696462692395,-57.96842380992153,,361.8,571.9160783454776
613612,,,,0.001,614000,,8.526588380904425,-57.61007072352156,,319.8,519.2098489791155
,119,428.73,2008,,614015,654.5906646699999,,,5130,,
614578,,,,0.001,615000,,7.487348158684003,-57.68670295399322,,436.7,646.6977898716926
615009,119,408.99,2012,0.001,615436,633.39932708,8.394033402688542,-57.91078109741211,5140,,
615347,,,,0.001,616000,,7.820655476412124,-57.63918963550816,,388.0,602.2399485319853
616749,,,,0.001,617000,,7.979513642201171,-57.894833660125734,,321.4,517.7140801489353
,119,402.88,2016,,617142,626.2083583199999,,,5152,,
617702,,,,0.001,618000,,7.837870261379492,-58.003426522201636,,421.0,637.229953841865
618252,,,,0.001,619000,,7.5409872544895515,-57.84326363303445,,437.9,626.3173936098814
,119,407.02,2020,,619224,629.76214519,,,5165,,
619893,,,,0.001,620000,,7.895207347530174,-58.063422562893585,,605.4,844.0551651991904
620541,,,,0.001,621000,,7.95569250760255,-57.88174275998716,,625.8,876.9026062514371
620940,119,415.9,2024,0.001,621478,639.87368022,7.8466948548653965,-58.17798736572266,5186,,
621747,,,,0.001,622000,,7.530708506786623,-57.92996388440692,,392.9,586.5766409873962
622764,,,,0.001,623000,,7.613576923370362,-57.97172658512006,,390.9,607.9443421885371
,119,417.65,2028,,623190,641.61847505,,,5199,,
623763,,,,0.001,624000,,7.630556886223541,-58.11745691847527,,377.5,592.1701063841581
624161,119,417.36,2032,0.001,624610,640.6641971299999,7.84658548520438,-58.08554757659759,5208,,
624521,,,,0.001,625000,,7.921085670921538,-57.94970832400852,,402.4,621.3906306445599
624973,,,,0.001,626000,,7.551162522978487,-57.825128470901895,,640.6,905.5567123165471
625973,,,,0.001,627000,,7.953212265968323,-57.65428317260742,,808.3,1012.18700808367
626973,119,430.59,2036,0.001,627525,653.3507807499999,7.95115884590149,-57.612498748779295,5234,,
627771,,,,0.001,628000,,7.874245687740952,-57.63845037129111,,451.0,714.5311647951603
628501,119,429.38,2040,0.001,628945,648.2767201,7.412698847615821,-57.746204594203405,5245,,
628856,,,,0.001,629000,,7.321193705142384,-57.584940621022426,,381.3,591.2030037790537
629173,,,,0.001,630000,,8.285608129922524,-57.510289687144606,,505.4,720.0540797326714
630638,,,,0.001,631000,,7.607523906359108,-57.42626393199479,,454.6,684.073710939195
,119,434.68,2044,,631501,655.44802452,,,5266,,
631739,,,,0.001,632000,,7.815875684084878,-57.13416887060996,,347.3,558.1997242256999
632542,,,,0.001,633000,,7.047008724712389,-57.343109797182045,,520.1,777.3789140380919
,119,432.92,2048,,633128,653.21089793,,,5281,,
633777,,,,0.001,634000,,7.683287940494755,-57.24756474074922,,367.7,573.6577469363808
